name,type,value,date
Petr,Russia,2596,2013/12/14
RAD,Russia,2590,2013/12/14
tmt514,Taiwan,2556,2013/12/14
tourist,Belarus,3209,2013/12/25
rng_58,Japan,2950,2013/12/25
Egor,Germany,2682,2013/12/25
niyaznigmatul,Russia,2642,2013/12/25
bmerry,South Africa,2641,2013/12/25
scott_wu,United States,2627,2013/12/25
PavelKunyavskiy,Russia,2610,2013/12/25
Petr,Russia,2596,2013/12/25
RAD,Russia,2590,2013/12/25
al13n,United States,2584,2013/12/25
tourist,Belarus,3209,2013/12/30
rng_58,Japan,2950,2013/12/30
Egor,Germany,2722,2013/12/30
Petr,Russia,2694,2013/12/30
bmerry,South Africa,2666,2013/12/30
niyaznigmatul,Russia,2642,2013/12/30
scott_wu,United States,2627,2013/12/30
al13n,United States,2612,2013/12/30
PavelKunyavskiy,Russia,2610,2013/12/30
RAD,Russia,2590,2013/12/30
tourist,Belarus,3093,2013/12/31
rng_58,Japan,2864,2013/12/31
Egor,Germany,2760,2013/12/31
bmerry,South Africa,2666,2013/12/31
Petr,Russia,2664,2013/12/31
niyaznigmatul,Russia,2642,2013/12/31
al13n,United States,2630,2013/12/31
scott_wu,United States,2627,2013/12/31
PavelKunyavskiy,Russia,2610,2013/12/31
RAD,Russia,2590,2013/12/31
tourist,Belarus,3093,2014/01/13
rng_58,Japan,2899,2014/01/13
Petr,Russia,2753,2014/01/13
Egor,Germany,2741,2014/01/13
scott_wu,United States,2677,2014/01/13
al13n,United States,2659,2014/01/13
PavelKunyavskiy,Russia,2648,2014/01/13
niyaznigmatul,Russia,2642,2014/01/13
bmerry,South Africa,2613,2014/01/13
RAD,Russia,2590,2014/01/13
tourist,Belarus,3093,2014/01/21
rng_58,Japan,2899,2014/01/21
Petr,Russia,2753,2014/01/21
scott_wu,United States,2702,2014/01/21
Egor,Germany,2692,2014/01/21
al13n,United States,2678,2014/01/21
PavelKunyavskiy,Russia,2656,2014/01/21
bmerry,South Africa,2643,2014/01/21
niyaznigmatul,Russia,2642,2014/01/21
RAD,Russia,2590,2014/01/21
tourist,Belarus,3141,2014/02/04
rng_58,Japan,2859,2014/02/04
Petr,Russia,2764,2014/02/04
Egor,Germany,2736,2014/02/04
PavelKunyavskiy,Russia,2722,2014/02/04
scott_wu,United States,2702,2014/02/04
bmerry,South Africa,2643,2014/02/04
niyaznigmatul,Russia,2642,2014/02/04
RAD,Russia,2590,2014/02/04
al13n,United States,2570,2014/02/04
tourist,Belarus,3141,2014/03/17
rng_58,Japan,2859,2014/03/17
PavelKunyavskiy,Russia,2722,2014/03/17
Petr,Russia,2687,2014/03/17
scott_wu,United States,2671,2014/03/17
Egor,Germany,2668,2014/03/17
niyaznigmatul,Russia,2642,2014/03/17
RAD,Russia,2590,2014/03/17
KADR,Ukraine,2587,2014/03/17
tmt514,Taiwan,2556,2014/03/17
tourist,Belarus,3141,2014/03/23
rng_58,Japan,2859,2014/03/23
scott_wu,United States,2710,2014/03/23
Petr,Russia,2687,2014/03/23
PavelKunyavskiy,Russia,2668,2014/03/23
al13n,United States,2643,2014/03/23
niyaznigmatul,Russia,2642,2014/03/23
Egor,Germany,2599,2014/03/23
RAD,Russia,2590,2014/03/23
KADR,Ukraine,2562,2014/03/23
tourist,Belarus,3186,2014/03/30
rng_58,Japan,2795,2014/03/30
Petr,Russia,2717,2014/03/30
scott_wu,United States,2710,2014/03/30
PavelKunyavskiy,Russia,2681,2014/03/30
niyaznigmatul,Russia,2642,2014/03/30
RAD,Russia,2590,2014/03/30
KADR,Ukraine,2564,2014/03/30
tmt514,Taiwan,2549,2014/03/30
Egor,Germany,2548,2014/03/30
tourist,Belarus,3186,2014/04/07
rng_58,Japan,2795,2014/04/07
Petr,Russia,2717,2014/04/07
scott_wu,United States,2710,2014/04/07
PavelKunyavskiy,Russia,2681,2014/04/07
niyaznigmatul,Russia,2642,2014/04/07
Egor,Germany,2614,2014/04/07
RAD,Russia,2590,2014/04/07
KADR,Ukraine,2564,2014/04/07
tmt514,Taiwan,2549,2014/04/07
tourist,Belarus,3228,2014/04/18
rng_58,Japan,2795,2014/04/18
Petr,Russia,2717,2014/04/18
scott_wu,United States,2710,2014/04/18
PavelKunyavskiy,Russia,2681,2014/04/18
Egor,Germany,2677,2014/04/18
niyaznigmatul,Russia,2642,2014/04/18
RAD,Russia,2590,2014/04/18
qwerty787788,Ukraine,2551,2014/04/18
hos.lyric,Japan,2538,2014/04/18
tourist,Belarus,3228,2014/04/22
rng_58,Japan,2795,2014/04/22
Petr,Russia,2717,2014/04/22
scott_wu,United States,2710,2014/04/22
PavelKunyavskiy,Russia,2681,2014/04/22
niyaznigmatul,Russia,2642,2014/04/22
hos.lyric,Japan,2601,2014/04/22
RAD,Russia,2590,2014/04/22
Egor,Germany,2574,2014/04/22
qwerty787788,Ukraine,2551,2014/04/22
tourist,Belarus,3228,2014/04/28
rng_58,Japan,2795,2014/04/28
Petr,Russia,2734,2014/04/28
scott_wu,United States,2710,2014/04/28
PavelKunyavskiy,Russia,2681,2014/04/28
niyaznigmatul,Russia,2642,2014/04/28
Endagorion,Russia,2634,2014/04/28
Egor,Germany,2611,2014/04/28
hos.lyric,Japan,2601,2014/04/28
RAD,Russia,2590,2014/04/28
tourist,Belarus,3228,2014/05/12
rng_58,Japan,2795,2014/05/12
scott_wu,United States,2767,2014/05/12
Petr,Russia,2734,2014/05/12
PavelKunyavskiy,Russia,2681,2014/05/12
niyaznigmatul,Russia,2642,2014/05/12
hos.lyric,Japan,2637,2014/05/12
Endagorion,Russia,2634,2014/05/12
RAD,Russia,2590,2014/05/12
uwi,Japan,2540,2014/05/12
tourist,Belarus,3228,2014/05/24
rng_58,Japan,2795,2014/05/24
scott_wu,United States,2767,2014/05/24
Petr,Russia,2734,2014/05/24
PavelKunyavskiy,Russia,2681,2014/05/24
niyaznigmatul,Russia,2642,2014/05/24
hos.lyric,Japan,2637,2014/05/24
Endagorion,Russia,2634,2014/05/24
RAD,Russia,2585,2014/05/24
RAVEman,Ukraine,2581,2014/05/24
tourist,Belarus,3228,2014/06/01
rng_58,Japan,2795,2014/06/01
Petr,Russia,2787,2014/06/01
scott_wu,United States,2767,2014/06/01
niyaznigmatul,Russia,2642,2014/06/01
hos.lyric,Japan,2637,2014/06/01
PavelKunyavskiy,Russia,2625,2014/06/01
RAVEman,Ukraine,2618,2014/06/01
RAD,Russia,2585,2014/06/01
Alex_2oo8,Latvia,2566,2014/06/01
tourist,Belarus,3206,2014/06/14
rng_58,Japan,2795,2014/06/14
Petr,Russia,2720,2014/06/14
scott_wu,United States,2672,2014/06/14
PavelKunyavskiy,Russia,2627,2014/06/14
Endagorion,Russia,2600,2014/06/14
niyaznigmatul,Russia,2590,2014/06/14
hos.lyric,Japan,2580,2014/06/14
tmt514,Taiwan,2580,2014/06/14
RAD,Russia,2564,2014/06/14
tourist,Belarus,3245,2014/06/20
rng_58,Japan,2795,2014/06/20
scott_wu,United States,2728,2014/06/20
Petr,Russia,2720,2014/06/20
Endagorion,Russia,2628,2014/06/20
PavelKunyavskiy,Russia,2613,2014/06/20
niyaznigmatul,Russia,2590,2014/06/20
tmt514,Taiwan,2580,2014/06/20
liympanda,China,2575,2014/06/20
Egor,Germany,2574,2014/06/20
tourist,Belarus,3245,2014/07/06
rng_58,Japan,2795,2014/07/06
Petr,Russia,2720,2014/07/06
scott_wu,United States,2669,2014/07/06
Endagorion,Russia,2628,2014/07/06
Egor,Germany,2616,2014/07/06
niyaznigmatul,Russia,2590,2014/07/06
tmt514,Taiwan,2580,2014/07/06
liympanda,China,2575,2014/07/06
RAD,Russia,2564,2014/07/06
tourist,Belarus,3245,2014/07/13
rng_58,Japan,2795,2014/07/13
Petr,Russia,2685,2014/07/13
scott_wu,United States,2669,2014/07/13
Endagorion,Russia,2628,2014/07/13
Egor,Germany,2616,2014/07/13
RAVEman,Ukraine,2613,2014/07/13
niyaznigmatul,Russia,2590,2014/07/13
tmt514,Taiwan,2580,2014/07/13
liympanda,China,2575,2014/07/13
tourist,Belarus,3245,2014/07/19
rng_58,Japan,2795,2014/07/19
Petr,Russia,2685,2014/07/19
scott_wu,United States,2669,2014/07/19
Endagorion,Russia,2628,2014/07/19
Egor,Germany,2616,2014/07/19
RAVEman,Ukraine,2613,2014/07/19
niyaznigmatul,Russia,2590,2014/07/19
tmt514,Taiwan,2580,2014/07/19
RAD,Russia,2564,2014/07/19
tourist,Belarus,3173,2014/07/28
rng_58,Japan,2795,2014/07/28
scott_wu,United States,2723,2014/07/28
Petr,Russia,2685,2014/07/28
hos.lyric,Japan,2624,2014/07/28
RAVEman,Ukraine,2613,2014/07/28
niyaznigmatul,Russia,2590,2014/07/28
uwi,Japan,2585,2014/07/28
tmt514,Taiwan,2580,2014/07/28
Egor,Germany,2577,2014/07/28
tourist,Belarus,3173,2014/08/02
rng_58,Japan,2795,2014/08/02
Petr,Russia,2770,2014/08/02
scott_wu,United States,2723,2014/08/02
hos.lyric,Japan,2624,2014/08/02
RAVEman,Ukraine,2613,2014/08/02
niyaznigmatul,Russia,2590,2014/08/02
uwi,Japan,2585,2014/08/02
tmt514,Taiwan,2580,2014/08/02
sevenkplus,China,2563,2014/08/02
tourist,Belarus,3213,2014/08/09
rng_58,Japan,2795,2014/08/09
Petr,Russia,2770,2014/08/09
scott_wu,United States,2723,2014/08/09
RAVEman,Ukraine,2613,2014/08/09
niyaznigmatul,Russia,2590,2014/08/09
tmt514,Taiwan,2580,2014/08/09
sevenkplus,China,2563,2014/08/09
bmerry,South Africa,2560,2014/08/09
Endagorion,Russia,2560,2014/08/09
tourist,Belarus,3260,2014/08/11
rng_58,Japan,2848,2014/08/11
Petr,Russia,2786,2014/08/11
scott_wu,United States,2719,2014/08/11
sevenkplus,China,2637,2014/08/11
RAVEman,Ukraine,2613,2014/08/11
bmerry,South Africa,2594,2014/08/11
niyaznigmatul,Russia,2590,2014/08/11
tmt514,Taiwan,2580,2014/08/11
sdya,Ukraine,2564,2014/08/11
tourist,Belarus,3260,2014/08/27
rng_58,Japan,2845,2014/08/27
Petr,Russia,2786,2014/08/27
scott_wu,United States,2719,2014/08/27
sevenkplus,China,2637,2014/08/27
dreamoon_love_AA,Taiwan,2634,2014/08/27
RAVEman,Ukraine,2613,2014/08/27
sdya,Ukraine,2613,2014/08/27
bmerry,South Africa,2594,2014/08/27
niyaznigmatul,Russia,2590,2014/08/27
tourist,Belarus,3299,2014/09/08
rng_58,Japan,2871,2014/09/08
Petr,Russia,2837,2014/09/08
scott_wu,United States,2719,2014/09/08
sevenkplus,China,2637,2014/09/08
ecnerwala,United States,2597,2014/09/08
bmerry,South Africa,2594,2014/09/08
Endagorion,Russia,2586,2014/09/08
niyaznigmatul,Russia,2586,2014/09/08
qwerty787788,Ukraine,2582,2014/09/08
tourist,Belarus,3299,2014/09/20
rng_58,Japan,2871,2014/09/20
Petr,Russia,2837,2014/09/20
scott_wu,United States,2719,2014/09/20
sevenkplus,China,2637,2014/09/20
PavelKunyavskiy,Russia,2622,2014/09/20
ecnerwala,United States,2611,2014/09/20
bmerry,South Africa,2594,2014/09/20
niyaznigmatul,Russia,2586,2014/09/20
qwerty787788,Ukraine,2582,2014/09/20
tourist,Belarus,3164,2014/09/29
Petr,Russia,2890,2014/09/29
rng_58,Japan,2871,2014/09/29
scott_wu,United States,2719,2014/09/29
PavelKunyavskiy,Russia,2662,2014/09/29
sevenkplus,China,2637,2014/09/29
TankEngineer,China,2610,2014/09/29
Egor,Germany,2599,2014/09/29
bmerry,South Africa,2594,2014/09/29
niyaznigmatul,Russia,2586,2014/09/29
tourist,Belarus,3164,2014/10/06
Petr,Russia,2890,2014/10/06
rng_58,Japan,2871,2014/10/06
scott_wu,United States,2719,2014/10/06
TankEngineer,China,2648,2014/10/06
sevenkplus,China,2637,2014/10/06
Egor,Germany,2599,2014/10/06
bmerry,South Africa,2594,2014/10/06
niyaznigmatul,Russia,2586,2014/10/06
qwerty787788,Ukraine,2563,2014/10/06
tourist,Belarus,3164,2014/10/13
Petr,Russia,2950,2014/10/13
rng_58,Japan,2811,2014/10/13
scott_wu,United States,2719,2014/10/13
TankEngineer,China,2685,2014/10/13
sevenkplus,China,2637,2014/10/13
qwerty787788,Ukraine,2610,2014/10/13
bmerry,South Africa,2594,2014/10/13
niyaznigmatul,Russia,2586,2014/10/13
RAVEman,Ukraine,2561,2014/10/13
tourist,Belarus,3164,2014/10/19
Petr,Russia,2950,2014/10/19
rng_58,Japan,2811,2014/10/19
scott_wu,United States,2719,2014/10/19
TankEngineer,China,2685,2014/10/19
bmerry,South Africa,2684,2014/10/19
sevenkplus,China,2637,2014/10/19
qwerty787788,Ukraine,2610,2014/10/19
RAVEman,Ukraine,2605,2014/10/19
niyaznigmatul,Russia,2586,2014/10/19
tourist,Belarus,3203,2014/10/25
Petr,Russia,2973,2014/10/25
rng_58,Japan,2811,2014/10/25
scott_wu,United States,2719,2014/10/25
TankEngineer,China,2685,2014/10/25
bmerry,South Africa,2684,2014/10/25
sevenkplus,China,2637,2014/10/25
niyaznigmatul,Russia,2610,2014/10/25
RAVEman,Ukraine,2605,2014/10/25
PavelKunyavskiy,Russia,2601,2014/10/25
tourist,Belarus,3203,2014/11/22
Petr,Russia,2973,2014/11/22
rng_58,Japan,2852,2014/11/22
scott_wu,United States,2719,2014/11/22
TankEngineer,China,2685,2014/11/22
bmerry,South Africa,2684,2014/11/22
ACRush,China,2646,2014/11/22
sevenkplus,China,2637,2014/11/22
Egor,Germany,2634,2014/11/22
niyaznigmatul,Russia,2610,2014/11/22
tourist,Belarus,3240,2014/12/14
Petr,Russia,2973,2014/12/14
rng_58,Japan,2852,2014/12/14
scott_wu,United States,2719,2014/12/14
TankEngineer,China,2685,2014/12/14
bmerry,South Africa,2684,2014/12/14
Egor,Germany,2679,2014/12/14
ACRush,China,2646,2014/12/14
uwi,Japan,2641,2014/12/14
sevenkplus,China,2637,2014/12/14
tourist,Belarus,3240,2014/12/18
Petr,Russia,2996,2014/12/18
rng_58,Japan,2852,2014/12/18
scott_wu,United States,2719,2014/12/18
TankEngineer,China,2685,2014/12/18
bmerry,South Africa,2684,2014/12/18
Egor,Germany,2660,2014/12/18
ACRush,China,2646,2014/12/18
uwi,Japan,2641,2014/12/18
sevenkplus,China,2637,2014/12/18
tourist,Belarus,3240,2014/12/25
Petr,Russia,2996,2014/12/25
rng_58,Japan,2894,2014/12/25
scott_wu,United States,2719,2014/12/25
Egor,Germany,2702,2014/12/25
TankEngineer,China,2685,2014/12/25
bmerry,South Africa,2684,2014/12/25
uwi,Japan,2681,2014/12/25
ACRush,China,2665,2014/12/25
sevenkplus,China,2637,2014/12/25
tourist,Belarus,3254,2014/12/31
Petr,Russia,3002,2014/12/31
rng_58,Japan,2898,2014/12/31
scott_wu,United States,2719,2014/12/31
Egor,Germany,2702,2014/12/31
bmerry,South Africa,2673,2014/12/31
ACRush,China,2665,2014/12/31
sevenkplus,China,2637,2014/12/31
Endagorion,Russia,2632,2014/12/31
Merkurev,Russia,2632,2014/12/31
tourist,Belarus,3254,2015/01/12
Petr,Russia,3002,2015/01/12
rng_58,Japan,2782,2015/01/12
qwerty787788,Ukraine,2724,2015/01/12
scott_wu,United States,2719,2015/01/12
bmerry,South Africa,2673,2015/01/12
ACRush,China,2669,2015/01/12
sevenkplus,China,2637,2015/01/12
Merkurev,Russia,2632,2015/01/12
RAVEman,Ukraine,2626,2015/01/12
tourist,Belarus,3254,2015/01/18
Petr,Russia,2893,2015/01/18
scott_wu,United States,2719,2015/01/18
TankEngineer,China,2678,2015/01/18
rng_58,Japan,2675,2015/01/18
ilyakor,Switzerland,2674,2015/01/18
bmerry,South Africa,2673,2015/01/18
ACRush,China,2669,2015/01/18
sdya,Ukraine,2640,2015/01/18
RomaWhite,Ukraine,2639,2015/01/18
tourist,Belarus,3201,2015/02/03
Petr,Russia,2965,2015/02/03
scott_wu,United States,2719,2015/02/03
mmaxio,Russia,2693,2015/02/03
sdya,Ukraine,2688,2015/02/03
TankEngineer,China,2678,2015/02/03
Egor,Germany,2678,2015/02/03
ilyakor,Switzerland,2674,2015/02/03
bmerry,South Africa,2673,2015/02/03
ACRush,China,2669,2015/02/03
tourist,Belarus,3239,2015/02/08
Petr,Russia,2973,2015/02/08
sdya,Ukraine,2748,2015/02/08
scott_wu,United States,2719,2015/02/08
Egor,Germany,2716,2015/02/08
TankEngineer,China,2699,2015/02/08
RomaWhite,Ukraine,2688,2015/02/08
Endagorion,Russia,2683,2015/02/08
niyaznigmatul,Russia,2680,2015/02/08
ilyakor,Switzerland,2674,2015/02/08
tourist,Belarus,3239,2015/02/18
Petr,Russia,2973,2015/02/18
sdya,Ukraine,2748,2015/02/18
Endagorion,Russia,2740,2015/02/18
scott_wu,United States,2719,2015/02/18
Egor,Germany,2716,2015/02/18
niyaznigmatul,Russia,2700,2015/02/18
TankEngineer,China,2699,2015/02/18
RomaWhite,Ukraine,2688,2015/02/18
ilyakor,Switzerland,2674,2015/02/18
tourist,Belarus,3239,2015/03/02
Petr,Russia,3045,2015/03/02
sdya,Ukraine,2748,2015/03/02
Endagorion,Russia,2740,2015/03/02
scott_wu,United States,2719,2015/03/02
niyaznigmatul,Russia,2700,2015/03/02
TankEngineer,China,2699,2015/03/02
RomaWhite,Ukraine,2688,2015/03/02
ilyakor,Switzerland,2674,2015/03/02
bmerry,South Africa,2673,2015/03/02
tourist,Belarus,3239,2015/03/18
Petr,Russia,3045,2015/03/18
sdya,Ukraine,2748,2015/03/18
niyaznigmatul,Russia,2700,2015/03/18
TankEngineer,China,2699,2015/03/18
PavelKunyavskiy,Russia,2696,2015/03/18
RomaWhite,Ukraine,2688,2015/03/18
Endagorion,Russia,2683,2015/03/18
ilyakor,Switzerland,2674,2015/03/18
bmerry,South Africa,2673,2015/03/18
tourist,Belarus,3223,2015/03/22
Petr,Russia,3045,2015/03/22
sdya,Ukraine,2774,2015/03/22
RomaWhite,Ukraine,2717,2015/03/22
TankEngineer,China,2699,2015/03/22
PavelKunyavskiy,Russia,2696,2015/03/22
niyaznigmatul,Russia,2684,2015/03/22
Endagorion,Russia,2681,2015/03/22
qwerty787788,Ukraine,2675,2015/03/22
ilyakor,Switzerland,2674,2015/03/22
tourist,Belarus,3274,2015/04/05
Petr,Russia,2990,2015/04/05
sdya,Ukraine,2774,2015/04/05
niyaznigmatul,Russia,2721,2015/04/05
wxhtxdy,China,2705,2015/04/05
qwerty787788,Ukraine,2703,2015/04/05
PavelKunyavskiy,Russia,2700,2015/04/05
TankEngineer,China,2699,2015/04/05
Kostroma,Russia,2699,2015/04/05
ikatanic,Croatia,2697,2015/04/05
tourist,Belarus,3274,2015/04/15
Petr,Russia,2973,2015/04/15
jcvb,China,2777,2015/04/15
sdya,Ukraine,2774,2015/04/15
rng_58,Japan,2770,2015/04/15
niyaznigmatul,Russia,2721,2015/04/15
ikatanic,Croatia,2715,2015/04/15
wxhtxdy,China,2705,2015/04/15
qwerty787788,Ukraine,2703,2015/04/15
PavelKunyavskiy,Russia,2700,2015/04/15
tourist,Belarus,3341,2015/04/18
Petr,Russia,2973,2015/04/18
rng_58,Japan,2826,2015/04/18
niyaznigmatul,Russia,2788,2015/04/18
sdya,Ukraine,2779,2015/04/18
jcvb,China,2737,2015/04/18
Merkurev,Russia,2736,2015/04/18
Kostroma,Russia,2705,2015/04/18
PavelKunyavskiy,Russia,2700,2015/04/18
TankEngineer,China,2699,2015/04/18
tourist,Belarus,3341,2015/04/27
Petr,Russia,2987,2015/04/27
rng_58,Japan,2849,2015/04/27
niyaznigmatul,Russia,2798,2015/04/27
bmerry,South Africa,2776,2015/04/27
Merkurev,Russia,2736,2015/04/27
wxhtxdy,China,2723,2015/04/27
sdya,Ukraine,2716,2015/04/27
Kostroma,Russia,2705,2015/04/27
PavelKunyavskiy,Russia,2700,2015/04/27
tourist,Belarus,3407,2015/05/04
Petr,Russia,2987,2015/05/04
niyaznigmatul,Russia,2864,2015/05/04
rng_58,Japan,2849,2015/05/04
bmerry,South Africa,2776,2015/05/04
sdya,Ukraine,2763,2015/05/04
Merkurev,Russia,2757,2015/05/04
Kostroma,Russia,2737,2015/05/04
scott_wu,United States,2725,2015/05/04
wxhtxdy,China,2723,2015/05/04
tourist,Belarus,3407,2015/05/08
Petr,Russia,3067,2015/05/08
niyaznigmatul,Russia,2864,2015/05/08
rng_58,Japan,2849,2015/05/08
Merkurev,Russia,2794,2015/05/08
sdya,Ukraine,2790,2015/05/08
bmerry,South Africa,2776,2015/05/08
qwerty787788,Ukraine,2776,2015/05/08
scott_wu,United States,2730,2015/05/08
wxhtxdy,China,2723,2015/05/08
tourist,Belarus,3407,2015/05/27
Petr,Russia,3067,2015/05/27
niyaznigmatul,Russia,2864,2015/05/27
rng_58,Japan,2849,2015/05/27
qwerty787788,Ukraine,2793,2015/05/27
sdya,Ukraine,2790,2015/05/27
wxhtxdy,China,2783,2015/05/27
bmerry,South Africa,2776,2015/05/27
Merkurev,Russia,2776,2015/05/27
scott_wu,United States,2730,2015/05/27
tourist,Belarus,3445,2015/06/06
Petr,Russia,3077,2015/06/06
rng_58,Japan,2849,2015/06/06
wxhtxdy,China,2817,2015/06/06
scott_wu,United States,2802,2015/06/06
niyaznigmatul,Russia,2767,2015/06/06
sdya,Ukraine,2764,2015/06/06
PavelKunyavskiy,Russia,2745,2015/06/06
qwerty787788,Ukraine,2734,2015/06/06
Egor,Germany,2733,2015/06/06
tourist,Belarus,3445,2015/06/25
Petr,Russia,3077,2015/06/25
scott_wu,United States,2867,2015/06/25
rng_58,Japan,2849,2015/06/25
wxhtxdy,China,2820,2015/06/25
niyaznigmatul,Russia,2767,2015/06/25
sdya,Ukraine,2764,2015/06/25
PavelKunyavskiy,Russia,2745,2015/06/25
qwerty787788,Ukraine,2734,2015/06/25
Egor,Germany,2733,2015/06/25
tourist,Belarus,3445,2015/06/28
Petr,Russia,3109,2015/06/28
scott_wu,United States,2867,2015/06/28
qwerty787788,Ukraine,2850,2015/06/28
rng_58,Japan,2849,2015/06/28
wxhtxdy,China,2825,2015/06/28
niyaznigmatul,Russia,2767,2015/06/28
KADR,Ukraine,2767,2015/06/28
sdya,Ukraine,2764,2015/06/28
PavelKunyavskiy,Russia,2745,2015/06/28
tourist,Belarus,3445,2015/07/23
Petr,Russia,3109,2015/07/23
wxhtxdy,China,2923,2015/07/23
qwerty787788,Ukraine,2907,2015/07/23
scott_wu,United States,2867,2015/07/23
rng_58,Japan,2849,2015/07/23
niyaznigmatul,Russia,2795,2015/07/23
KADR,Ukraine,2767,2015/07/23
PavelKunyavskiy,Russia,2745,2015/07/23
Endagorion,Russia,2741,2015/07/23
tourist,Belarus,3503,2015/07/26
Petr,Russia,3109,2015/07/26
qwerty787788,Ukraine,2947,2015/07/26
wxhtxdy,China,2923,2015/07/26
scott_wu,United States,2867,2015/07/26
niyaznigmatul,Russia,2853,2015/07/26
rng_58,Japan,2849,2015/07/26
KADR,Ukraine,2767,2015/07/26
PavelKunyavskiy,Russia,2745,2015/07/26
Merkurev,Russia,2744,2015/07/26
tourist,Belarus,3503,2015/07/31
Petr,Russia,3103,2015/07/31
qwerty787788,Ukraine,2947,2015/07/31
rng_58,Japan,2941,2015/07/31
wxhtxdy,China,2903,2015/07/31
niyaznigmatul,Russia,2853,2015/07/31
scott_wu,United States,2824,2015/07/31
KADR,Ukraine,2767,2015/07/31
PavelKunyavskiy,Russia,2745,2015/07/31
Merkurev,Russia,2744,2015/07/31
tourist,Belarus,3503,2015/08/11
Petr,Russia,3127,2015/08/11
qwerty787788,Ukraine,2947,2015/08/11
rng_58,Japan,2941,2015/08/11
niyaznigmatul,Russia,2853,2015/08/11
wxhtxdy,China,2826,2015/08/11
scott_wu,United States,2824,2015/08/11
KADR,Ukraine,2767,2015/08/11
Merkurev,Russia,2758,2015/08/11
PavelKunyavskiy,Russia,2745,2015/08/11
tourist,Belarus,3503,2015/08/23
Petr,Russia,3029,2015/08/23
qwerty787788,Ukraine,2947,2015/08/23
rng_58,Japan,2941,2015/08/23
niyaznigmatul,Russia,2853,2015/08/23
wxhtxdy,China,2826,2015/08/23
scott_wu,United States,2824,2015/08/23
bmerry,South Africa,2722,2015/08/23
Swistakk,Poland,2708,2015/08/23
snuke,Japan,2708,2015/08/23
tourist,Belarus,3374,2015/08/30
Petr,Russia,3003,2015/08/30
rng_58,Japan,2941,2015/08/30
scott_wu,United States,2841,2015/08/30
wxhtxdy,China,2826,2015/08/30
qwerty787788,Ukraine,2824,2015/08/30
niyaznigmatul,Russia,2783,2015/08/30
Marcin_smu,Poland,2765,2015/08/30
SirShokoladina,Russia,2726,2015/08/30
KADR,Ukraine,2724,2015/08/30
tourist,Belarus,3374,2015/09/11
Petr,Russia,3003,2015/09/11
rng_58,Japan,2941,2015/09/11
Marcin_smu,Poland,2869,2015/09/11
scott_wu,United States,2841,2015/09/11
wxhtxdy,China,2826,2015/09/11
qwerty787788,Ukraine,2824,2015/09/11
niyaznigmatul,Russia,2783,2015/09/11
mnbvmar,Poland,2767,2015/09/11
Merkurev,Russia,2753,2015/09/11
tourist,Belarus,3374,2015/09/17
Petr,Russia,3003,2015/09/17
rng_58,Japan,2941,2015/09/17
scott_wu,United States,2841,2015/09/17
wxhtxdy,China,2826,2015/09/17
qwerty787788,Ukraine,2824,2015/09/17
Marcin_smu,Poland,2808,2015/09/17
niyaznigmatul,Russia,2783,2015/09/17
Um_nik,Unknown,2779,2015/09/17
mnbvmar,Poland,2767,2015/09/17
tourist,Belarus,3374,2015/10/04
Petr,Russia,3003,2015/10/04
rng_58,Japan,2941,2015/10/04
scott_wu,United States,2841,2015/10/04
wxhtxdy,China,2826,2015/10/04
qwerty787788,Ukraine,2824,2015/10/04
Marcin_smu,Poland,2808,2015/10/04
niyaznigmatul,Russia,2783,2015/10/04
mnbvmar,Poland,2767,2015/10/04
al13n,United States,2754,2015/10/04
tourist,Belarus,3374,2015/10/12
Petr,Russia,3003,2015/10/12
rng_58,Japan,2941,2015/10/12
scott_wu,United States,2841,2015/10/12
wxhtxdy,China,2826,2015/10/12
qwerty787788,Ukraine,2824,2015/10/12
Marcin_smu,Poland,2808,2015/10/12
Merkurev,Russia,2802,2015/10/12
Um_nik,Unknown,2801,2015/10/12
niyaznigmatul,Russia,2783,2015/10/12
tourist,Belarus,3374,2015/10/16
Petr,Russia,3003,2015/10/16
rng_58,Japan,2941,2015/10/16
scott_wu,United States,2841,2015/10/16
wxhtxdy,China,2826,2015/10/16
qwerty787788,Ukraine,2824,2015/10/16
Endagorion,Russia,2821,2015/10/16
Marcin_smu,Poland,2808,2015/10/16
Um_nik,Unknown,2806,2015/10/16
jcvb,China,2790,2015/10/16
tourist,Belarus,3374,2015/10/25
Petr,Russia,3003,2015/10/25
Endagorion,Russia,2956,2015/10/25
rng_58,Japan,2941,2015/10/25
scott_wu,United States,2841,2015/10/25
wxhtxdy,China,2826,2015/10/25
qwerty787788,Ukraine,2824,2015/10/25
Marcin_smu,Poland,2808,2015/10/25
Um_nik,Unknown,2806,2015/10/25
niyaznigmatul,Russia,2783,2015/10/25
tourist,Belarus,3374,2015/11/25
Petr,Russia,3003,2015/11/25
rng_58,Japan,2996,2015/11/25
wxhtxdy,China,2974,2015/11/25
Endagorion,Russia,2959,2015/11/25
Um_nik,Unknown,2844,2015/11/25
mnbvmar,Poland,2842,2015/11/25
scott_wu,United States,2841,2015/11/25
Merkurev,Russia,2839,2015/11/25
qwerty787788,Ukraine,2824,2015/11/25
tourist,Belarus,3374,2015/12/02
rng_58,Japan,3076,2015/12/02
wxhtxdy,China,2994,2015/12/02
Petr,Russia,2960,2015/12/02
Endagorion,Russia,2892,2015/12/02
mnbvmar,Poland,2842,2015/12/02
